id,breed_id,ems,english
17214,33,es 09 23, cream silver with white mackerel 
17215,33,fs 09 23, black tortie silver with white mackerel 
17216,33,gs 09 23, blue tortie silver with white mackerel 
17217,33,hs 09 23, chocolate tortie silver with white mackerel 
17218,33,js 09 23, lilac tortie silver with white mackerel 
17219,33,qs 09 23, cinnamon tortie silver with white mackerel 
17220,33,rs 09 23, fawn tortie silver with white mackerel 
17221,33,ds 09 24, red silver with white spotted 
17222,33,es 09 24, cream silver with white spotted 
17223,33,fs 09 24, black tortie silver with white spotted 
17224,33,gs 09 24, blue tortie silver with white spotted 
17225,33,hs 09 24, chocolate tortie silver with white spotted 
17226,33,js 09 24, lilac tortie silver with white spotted 
17227,33,qs 09 24, cinnamon tortie silver with white spotted 
17228,33,rs 09 24, fawn tortie silver with white spotted 
17229,33,ds 09 25, red silver with white ticked 
17230,33,es 09 25, cream silver with white ticked 
17231,33,fs 09 25, black tortie silver with white ticked 
17232,33,gs 09 25, blue tortie silver with white ticked 
17233,33,hs 09 25, chocolate tortie silver with white ticked 
17234,33,js 09 25, lilac tortie silver with white ticked 
17235,33,qs 09 25, cinnamon tortie silver with white ticked 
17236,33,rs 09 25, fawn tortie silver with white ticked 
17237,33,dy 03 11, red golden bicolour shaded 
17238,33,ey 03 11, cream golden bicolour shaded 
17239,33,fy 03 11, black tortie golden bicolour shaded 
17240,33,gy 03 11, blue tortie golden bicolour shaded 
17241,33,hy 03 11, chocolate tortie golden bicolour shaded 
17242,33,jy 03 11, lilac tortie golden bicolour shaded 
17243,33,qy 03 11, cinnamon tortie golden bicolour shaded 
17244,33,ry 03 11, fawn tortie golden bicolour shaded 
17245,33,dy 09 11, red golden with white shaded 
17246,33,ey 09 11, cream golden with white shaded 
17247,33,fy 09 11, black tortie golden with white shaded 
17248,33,gy 09 11, blue tortie golden with white shaded 
17249,33,hy 09 11, chocolate tortie golden with white shaded 
17250,33,jy 09 11, lilac tortie golden with white shaded 
17251,33,qy 09 11, cinnamon tortie golden with white shaded 
17252,33,ry 09 11, fawn tortie golden with white shaded 
17253,33,dy 03 12, red golden bicolour shell 
17254,33,ey 03 12, cream golden bicolour shell 
17255,33,fy 03 12, black tortie golden bicolour shell 
17256,33,gy 03 12, blue tortie golden bicolour shell 
17257,33,hy 03 12, chocolate tortie golden bicolour shell 
17258,33,jy 03 12, lilac tortie golden bicolour shell 
17259,33,qy 03 12, cinnamon tortie golden bicolour shell 
17260,33,ry 03 12, fawn tortie golden bicolour shell 
17261,33,dy 09 12, red golden with white shell 
17262,33,ey 09 12, cream golden with white shell 
17263,33,fy 09 12, black tortie golden with white shell 
17264,33,gy 09 12, blue tortie golden with white shell 
17265,33,hy 09 12, chocolate tortie golden with white shell 
17266,33,jy 09 12, lilac tortie golden with white shell 
17267,33,qy 09 12, cinnamon tortie golden with white shell 
17268,33,ry 09 12, fawn tortie golden with white shell 
17269,33,dy 01 21 61, red golden van tabby blue eyed 
17270,33,dy 01 21 62, red golden van tabby orange eyed 
17271,33,dy 01 21 63, red golden van tabby odd eyed 
17272,33,dy 01 21 64, red golden van tabby green eyed 
17273,33,ey 01 21 61, cream golden van tabby blue eyed 
17274,33,ey 01 21 62, cream golden van tabby orange eyed 
17275,33,ey 01 21 63, cream golden van tabby odd eyed 
17276,33,ey 01 21 64, cream golden van tabby green eyed 
17277,33,fy 01 21 61, black tortie golden van tabby blue eyed 
17278,33,fy 01 21 62, black tortie golden van tabby orange eyed 
17279,33,fy 01 21 63, black tortie golden van tabby odd eyed 
17280,33,fy 01 21 64, black tortie golden van tabby green eyed 
17281,33,gy 01 21 61, blue tortie golden van tabby blue eyed 
17282,33,gy 01 21 62, blue tortie golden van tabby orange eyed 
17283,33,gy 01 21 63, blue tortie golden van tabby odd eyed 
17284,33,gy 01 21 64, blue tortie golden van tabby green eyed 
17285,33,hy 01 21 61, chocolate tortie golden van tabby blue eyed 
17286,33,hy 01 21 62, chocolate tortie golden van tabby orange eyed 
17287,33,hy 01 21 63, chocolate tortie golden van tabby odd eyed 
17288,33,hy 01 21 64, chocolate tortie golden van tabby green eyed 
17289,33,jy 01 21 61, lilac tortie golden van tabby blue eyed 
17290,33,jy 01 21 62, lilac tortie golden van tabby orange eyed 
17291,33,jy 01 21 63, lilac tortie golden van tabby odd eyed 
17292,33,jy 01 21 64, lilac tortie golden van tabby green eyed 
17293,33,qy 01 21 61, cinnamon tortie golden van tabby blue eyed 
17294,33,qy 01 21 62, cinnamon tortie golden van tabby orange eyed 
17295,33,qy 01 21 63, cinnamon tortie golden van tabby odd eyed 
17296,33,qy 01 21 64, cinnamon tortie golden van tabby green eyed 
17297,33,ry 01 21 61, fawn tortie golden van tabby blue eyed 
17298,33,ry 01 21 62, fawn tortie golden van tabby orange eyed 
17299,33,ry 01 21 63, fawn tortie golden van tabby odd eyed 
17300,33,ry 01 21 64, fawn tortie golden van tabby green eyed 
17301,33,dy 02 21 61, red golden harlequin tabby blue eyed 
17302,33,dy 02 21 62, red golden harlequin tabby orange eyed 
17303,33,dy 02 21 63, red golden harlequin tabby odd eyed 
17304,33,dy 02 21 64, red golden harlequin tabby green eyed 
17305,33,ey 02 21 61, cream golden harlequin tabby blue eyed 
17306,33,ey 02 21 62, cream golden harlequin tabby orange eyed 
17307,33,ey 02 21 63, cream golden harlequin tabby odd eyed 
17308,33,ey 02 21 64, cream golden harlequin tabby green eyed 
17309,33,fy 02 21 61, black tortie golden harlequin tabby blue eyed 
17310,33,fy 02 21 62, black tortie golden harlequin tabby orange eyed 
17311,33,fy 02 21 63, black tortie golden harlequin tabby odd eyed 
17312,33,fy 02 21 64, black tortie golden harlequin tabby green eyed 
17313,33,gy 02 21 61, blue tortie golden harlequin tabby blue eyed 
17314,33,gy 02 21 62, blue tortie golden harlequin tabby orange eyed 
17315,33,gy 02 21 63, blue tortie golden harlequin tabby odd eyed 
17316,33,gy 02 21 64, blue tortie golden harlequin tabby green eyed 
17317,33,hy 02 21 61, chocolate tortie golden harlequin tabby blue eyed 
17318,33,hy 02 21 62, chocolate tortie golden harlequin tabby orange eyed 
17319,33,hy 02 21 63, chocolate tortie golden harlequin tabby odd eyed 
17320,33,hy 02 21 64, chocolate tortie golden harlequin tabby green eyed 
17321,33,jy 02 21 61, lilac tortie golden harlequin tabby blue eyed 
17322,33,jy 02 21 62, lilac tortie golden harlequin tabby orange eyed 
17323,33,jy 02 21 63, lilac tortie golden harlequin tabby odd eyed 
17324,33,jy 02 21 64, lilac tortie golden harlequin tabby green eyed 
17325,33,qy 02 21 61, cinnamon tortie golden harlequin tabby blue eyed 
17326,33,qy 02 21 62, cinnamon tortie golden harlequin tabby orange eyed 
17327,33,qy 02 21 63, cinnamon tortie golden harlequin tabby odd eyed 
17328,33,qy 02 21 64, cinnamon tortie golden harlequin tabby green eyed 
17329,33,ry 02 21 61, fawn tortie golden harlequin tabby blue eyed 
17330,33,ry 02 21 62, fawn tortie golden harlequin tabby orange eyed 
17331,33,ry 02 21 63, fawn tortie golden harlequin tabby odd eyed 
17332,33,ry 02 21 64, fawn tortie golden harlequin tabby green eyed 
17333,33,dy 03 22, red golden bicolour blotched 
17334,33,ey 03 22, cream golden bicolour blotched 
17335,33,fy 03 22, black tortie golden bicolour blotched 
17336,33,gy 03 22, blue tortie golden bicolour blotched 
17337,33,hy 03 22, chocolate tortie golden bicolour blotched 
17338,33,jy 03 22, lilac tortie golden bicolour blotched 
17339,33,qy 03 22, cinnamon tortie golden bicolour blotched 
17340,33,ry 03 22, fawn tortie golden bicolour blotched 
17341,33,dy 03 23, red golden bicolour mackerel 
17342,33,ey 03 23, cream golden bicolour mackerel 
17343,33,fy 03 23, black tortie golden bicolour mackerel 
17344,33,gy 03 23, blue tortie golden bicolour mackerel 
17345,33,hy 03 23, chocolate tortie golden bicolour mackerel 
17346,33,jy 03 23, lilac tortie golden bicolour mackerel 
17347,33,qy 03 23, cinnamon tortie golden bicolour mackerel 
17348,33,ry 03 23, fawn tortie golden bicolour mackerel 
17349,33,dy 03 24, red golden bicolour spotted 
17350,33,ey 03 24, cream golden bicolour spotted 
17351,33,fy 03 24, black tortie golden bicolour spotted 
17352,33,gy 03 24, blue tortie golden bicolour spotted 
17353,33,hy 03 24, chocolate tortie golden bicolour spotted 
17354,33,jy 03 24, lilac tortie golden bicolour spotted 
17355,33,qy 03 24, cinnamon tortie golden bicolour spotted 
17356,33,ry 03 24, fawn tortie golden bicolour spotted 
17357,33,dy 03 25, red golden bicolour ticked 
17358,33,ey 03 25, cream golden bicolour ticked 
17359,33,fy 03 25, black tortie golden bicolour ticked 
17360,33,gy 03 25, blue tortie golden bicolour ticked 
17361,33,hy 03 25, chocolate tortie golden bicolour ticked 
17362,33,jy 03 25, lilac tortie golden bicolour ticked 
17363,33,qy 03 25, cinnamon tortie golden bicolour ticked 
17364,33,ry 03 25, fawn tortie golden bicolour ticked 
17365,33,dy 09 22, red golden with white blotched 
17366,33,ey 09 22, cream golden with white blotched 
17367,33,fy 09 22, black tortie golden with white blotched 
17368,33,gy 09 22, blue tortie golden with white blotched 
17369,33,hy 09 22, chocolate tortie golden with white blotched 
17370,33,jy 09 22, lilac tortie golden with white blotched 
17371,33,qy 09 22, cinnamon tortie golden with white blotched 
17372,33,ry 09 22, fawn tortie golden with white blotched 
17373,33,dy 09 23, red golden with white mackerel 
17374,33,ey 09 23, cream golden with white mackerel 
17375,33,fy 09 23, black tortie golden with white mackerel 
17376,33,gy 09 23, blue tortie golden with white mackerel 
17377,33,hy 09 23, chocolate tortie golden with white mackerel 
17378,33,jy 09 23, lilac tortie golden with white mackerel 
17379,33,qy 09 23, cinnamon tortie golden with white mackerel 
17380,33,ry 09 23, fawn tortie golden with white mackerel 
17381,33,dy 09 24, red golden with white spotted 
17382,33,ey 09 24, cream golden with white spotted 
17383,33,fy 09 24, black tortie golden with white spotted 
17384,33,gy 09 24, blue tortie golden with white spotted 
17385,33,hy 09 24, chocolate tortie golden with white spotted 
17386,33,jy 09 24, lilac tortie golden with white spotted 
17387,33,qy 09 24, cinnamon tortie golden with white spotted 
17388,33,ry 09 24, fawn tortie golden with white spotted 
17389,33,dy 09 25, red golden with white ticked 
17390,33,ey 09 25, cream golden with white ticked 
17391,33,fy 09 25, black tortie golden with white ticked 
17392,33,gy 09 25, blue tortie golden with white ticked 
17393,33,hy 09 25, chocolate tortie golden with white ticked 
17394,33,jy 09 25, lilac tortie golden with white ticked 
17395,33,qy 09 25, cinnamon tortie golden with white ticked 
17396,33,ry 09 25, fawn tortie golden with white ticked 
17397,34,d 01 61, red van blue eyed 
17398,34,d 01 62, red van orange eyed 
17399,34,d 01 63, red van odd eyed 
17400,34,d 01 64, red van green eyed 
17401,34,e 01 61, cream van blue eyed 
17402,34,e 01 62, cream van orange eyed 
17403,34,e 01 63, cream van odd eyed 
17404,34,e 01 64, cream van green eyed 
17405,34,f 01 61, black tortie van blue eyed 
17406,34,f 01 62, black tortie van orange eyed 
17407,34,f 01 63, black tortie van odd eyed 
17408,34,f 01 64, black tortie van green eyed 
17409,34,g 01 61, blue tortie van blue eyed 
17410,34,g 01 62, blue tortie van orange eyed 
17411,34,g 01 63, blue tortie van odd eyed 
17412,34,g 01 64, blue tortie van green eyed 
17413,34,h 01 61, chocolate tortie van blue eyed 
17414,34,h 01 62, chocolate tortie van orange eyed 
17415,34,h 01 63, chocolate tortie van odd eyed 
17416,34,h 01 64, chocolate tortie van green eyed 
17417,34,j 01 61, lilac tortie van blue eyed 
17418,34,j 01 62, lilac tortie van orange eyed 
17419,34,j 01 63, lilac tortie van odd eyed 
17420,34,j 01 64, lilac tortie van green eyed 
17421,34,q 01 61, cinnamon tortie van blue eyed 
17422,34,q 01 62, cinnamon tortie van orange eyed 
17423,34,q 01 63, cinnamon tortie van odd eyed 
17424,34,q 01 64, cinnamon tortie van green eyed 
17425,34,r 01 61, fawn tortie van blue eyed 
17426,34,r 01 62, fawn tortie van orange eyed 
17427,34,r 01 63, fawn tortie van odd eyed 
17428,34,r 01 64, fawn tortie van green eyed 
17429,34,d 02 61, red harlequin blue eyed 
17430,34,d 02 62, red harlequin orange eyed 
17431,34,d 02 63, red harlequin odd eyed 
17432,34,d 02 64, red harlequin green eyed 
17433,34,e 02 61, cream harlequin blue eyed 
17434,34,e 02 62, cream harlequin orange eyed 
17435,34,e 02 63, cream harlequin odd eyed 
17436,34,e 02 64, cream harlequin green eyed 
17437,34,f 02 61, black tortie harlequin blue eyed 
17438,34,f 02 62, black tortie harlequin orange eyed 
17439,34,f 02 63, black tortie harlequin odd eyed 
17440,34,f 02 64, black tortie harlequin green eyed 
17441,34,g 02 61, blue tortie harlequin blue eyed 
17442,34,g 02 62, blue tortie harlequin orange eyed 
17443,34,g 02 63, blue tortie harlequin odd eyed 
17444,34,g 02 64, blue tortie harlequin green eyed 
17445,34,h 02 61, chocolate tortie harlequin blue eyed 
17446,34,h 02 62, chocolate tortie harlequin orange eyed 
17447,34,h 02 63, chocolate tortie harlequin odd eyed 
17448,34,h 02 64, chocolate tortie harlequin green eyed 
17449,34,j 02 61, lilac tortie harlequin blue eyed 
17450,34,j 02 62, lilac tortie harlequin orange eyed 
17451,34,j 02 63, lilac tortie harlequin odd eyed 
17452,34,j 02 64, lilac tortie harlequin green eyed 
17453,34,q 02 61, cinnamon tortie harlequin blue eyed 
17454,34,q 02 62, cinnamon tortie harlequin orange eyed 
17455,34,q 02 63, cinnamon tortie harlequin odd eyed 
17456,34,q 02 64, cinnamon tortie harlequin green eyed 
17457,34,r 02 61, fawn tortie harlequin blue eyed 
17458,34,r 02 62, fawn tortie harlequin orange eyed 
17459,34,r 02 63, fawn tortie harlequin odd eyed 
17460,34,r 02 64, fawn tortie harlequin green eyed 
17461,34,d 03, red bicolour 
17462,34,e 03, cream bicolour 
17463,34,f 03, black tortie bicolour 
17464,34,g 03, blue tortie bicolour 
17465,34,h 03, chocolate tortie bicolour 
17466,34,j 03, lilac tortie bicolour 
17467,34,q 03, cinnamon tortie bicolour 
17468,34,r 03, fawn tortie bicolour 
17469,34,d 09, red with white 
17470,34,e 09, cream with white 
17471,34,f 09, black tortie with white 
17472,34,g 09, blue tortie with white 
17473,34,h 09, chocolate tortie with white 
17474,34,j 09, lilac tortie with white 
17475,34,q 09, cinnamon tortie with white 
17476,34,r 09, fawn tortie with white 
17477,34,d 01 21 61, red van tabby blue eyed 
17478,34,d 01 21 62, red van tabby orange eyed 
17479,34,d 01 21 63, red van tabby odd eyed 
17480,34,d 01 21 64, red van tabby green eyed 
17481,34,e 01 21 61, cream van tabby blue eyed 
17482,34,e 01 21 62, cream van tabby orange eyed 
17483,34,e 01 21 63, cream van tabby odd eyed 
17484,34,e 01 21 64, cream van tabby green eyed 
17485,34,f 01 21 61, black tortie van tabby blue eyed 
17486,34,f 01 21 62, black tortie van tabby orange eyed 
17487,34,f 01 21 63, black tortie van tabby odd eyed 
17488,34,f 01 21 64, black tortie van tabby green eyed 
17489,34,g 01 21 61, blue tortie van tabby blue eyed 
17490,34,g 01 21 62, blue tortie van tabby orange eyed 
17491,34,g 01 21 63, blue tortie van tabby odd eyed 
17492,34,g 01 21 64, blue tortie van tabby green eyed 
17493,34,h 01 21 61, chocolate tortie van tabby blue eyed 
17494,34,h 01 21 62, chocolate tortie van tabby orange eyed 
17495,34,h 01 21 63, chocolate tortie van tabby odd eyed 
17496,34,h 01 21 64, chocolate tortie van tabby green eyed 
17497,34,j 01 21 61, lilac tortie van tabby blue eyed 
17498,34,j 01 21 62, lilac tortie van tabby orange eyed 
17499,34,j 01 21 63, lilac tortie van tabby odd eyed 
17500,34,j 01 21 64, lilac tortie van tabby green eyed 
17501,34,q 01 21 61, cinnamon tortie van tabby blue eyed 
17502,34,q 01 21 62, cinnamon tortie van tabby orange eyed 
17503,34,q 01 21 63, cinnamon tortie van tabby odd eyed 
17504,34,q 01 21 64, cinnamon tortie van tabby green eyed 
17505,34,r 01 21 61, fawn tortie van tabby blue eyed 
17506,34,r 01 21 62, fawn tortie van tabby orange eyed 
17507,34,r 01 21 63, fawn tortie van tabby odd eyed 
17508,34,r 01 21 64, fawn tortie van tabby green eyed 
17509,34,d 02 21 61, red harlequin tabby blue eyed 
17510,34,d 02 21 62, red harlequin tabby orange eyed 
17511,34,d 02 21 63, red harlequin tabby odd eyed 
17512,34,d 02 21 64, red harlequin tabby green eyed 
17513,34,e 02 21 61, cream harlequin tabby blue eyed 
17514,34,e 02 21 62, cream harlequin tabby orange eyed 
17515,34,e 02 21 63, cream harlequin tabby odd eyed 
17516,34,e 02 21 64, cream harlequin tabby green eyed 
17517,34,f 02 21 61, black tortie harlequin tabby blue eyed 
17518,34,f 02 21 62, black tortie harlequin tabby orange eyed 
17519,34,f 02 21 63, black tortie harlequin tabby odd eyed 
17520,34,f 02 21 64, black tortie harlequin tabby green eyed 
17521,34,g 02 21 61, blue tortie harlequin tabby blue eyed 
17522,34,g 02 21 62, blue tortie harlequin tabby orange eyed 
17523,34,g 02 21 63, blue tortie harlequin tabby odd eyed 
17524,34,g 02 21 64, blue tortie harlequin tabby green eyed 
17525,34,h 02 21 61, chocolate tortie harlequin tabby blue eyed 
17526,34,h 02 21 62, chocolate tortie harlequin tabby orange eyed 
17527,34,h 02 21 63, chocolate tortie harlequin tabby odd eyed 
17528,34,h 02 21 64, chocolate tortie harlequin tabby green eyed 
17529,34,j 02 21 61, lilac tortie harlequin tabby blue eyed 
17530,34,j 02 21 62, lilac tortie harlequin tabby orange eyed 
17531,34,j 02 21 63, lilac tortie harlequin tabby odd eyed 
17532,34,j 02 21 64, lilac tortie harlequin tabby green eyed 
17533,34,q 02 21 61, cinnamon tortie harlequin tabby blue eyed 
17534,34,q 02 21 62, cinnamon tortie harlequin tabby orange eyed 
17535,34,q 02 21 63, cinnamon tortie harlequin tabby odd eyed 
17536,34,q 02 21 64, cinnamon tortie harlequin tabby green eyed 
17537,34,r 02 21 61, fawn tortie harlequin tabby blue eyed 
17538,34,r 02 21 62, fawn tortie harlequin tabby orange eyed 
17539,34,r 02 21 63, fawn tortie harlequin tabby odd eyed 
17540,34,r 02 21 64, fawn tortie harlequin tabby green eyed 
17541,34,d 03 22, red bicolour blotched 
17542,34,e 03 22, cream bicolour blotched 
17543,34,f 03 22, black tortie bicolour blotched 
17544,34,g 03 22, blue tortie bicolour blotched 
17545,34,h 03 22, chocolate tortie bicolour blotched 
17546,34,j 03 22, lilac tortie bicolour blotched 
17547,34,q 03 22, cinnamon tortie bicolour blotched 
17548,34,r 03 22, fawn tortie bicolour blotched 
17549,34,d 03 23, red bicolour mackerel 
17550,34,e 03 23, cream bicolour mackerel 
17551,34,f 03 23, black tortie bicolour mackerel 
17552,34,g 03 23, blue tortie bicolour mackerel 
17553,34,h 03 23, chocolate tortie bicolour mackerel 
17554,34,j 03 23, lilac tortie bicolour mackerel 
17555,34,q 03 23, cinnamon tortie bicolour mackerel 
17556,34,r 03 23, fawn tortie bicolour mackerel 
17557,34,d 03 24, red bicolour spotted 
17558,34,e 03 24, cream bicolour spotted 
17559,34,f 03 24, black tortie bicolour spotted 
17560,34,g 03 24, blue tortie bicolour spotted 
17561,34,h 03 24, chocolate tortie bicolour spotted 
17562,34,j 03 24, lilac tortie bicolour spotted 
17563,34,q 03 24, cinnamon tortie bicolour spotted 
17564,34,r 03 24, fawn tortie bicolour spotted 
17565,34,d 03 25, red bicolour ticked 
17566,34,e 03 25, cream bicolour ticked 
17567,34,f 03 25, black tortie bicolour ticked 
17568,34,g 03 25, blue tortie bicolour ticked 
17569,34,h 03 25, chocolate tortie bicolour ticked 
17570,34,j 03 25, lilac tortie bicolour ticked 
17571,34,q 03 25, cinnamon tortie bicolour ticked 
17572,34,r 03 25, fawn tortie bicolour ticked 
17573,34,d 09 22, red with white blotched 
17574,34,e 09 22, cream with white blotched 
17575,34,f 09 22, black tortie with white blotched 
17576,34,g 09 22, blue tortie with white blotched 
17577,34,h 09 22, chocolate tortie with white blotched 
17578,34,j 09 22, lilac tortie with white blotched 
17579,34,q 09 22, cinnamon tortie with white blotched 
17580,34,r 09 22, fawn tortie with white blotched 
17581,34,d 09 23, red with white mackerel 
17582,34,e 09 23, cream with white mackerel 
17583,34,f 09 23, black tortie with white mackerel 
17584,34,g 09 23, blue tortie with white mackerel 
17585,34,h 09 23, chocolate tortie with white mackerel 
17586,34,j 09 23, lilac tortie with white mackerel 
17587,34,q 09 23, cinnamon tortie with white mackerel 
17588,34,r 09 23, fawn tortie with white mackerel 
17589,34,d 09 24, red with white spotted 
17590,34,e 09 24, cream with white spotted 
17591,34,f 09 24, black tortie with white spotted 
17592,34,g 09 24, blue tortie with white spotted 
17593,34,h 09 24, chocolate tortie with white spotted 
17594,34,j 09 24, lilac tortie with white spotted 
17595,34,q 09 24, cinnamon tortie with white spotted 
17596,34,r 09 24, fawn tortie with white spotted 
17597,34,d 09 25, red with white ticked 
17598,34,e 09 25, cream with white ticked 
17599,34,f 09 25, black tortie with white ticked 
17600,34,g 09 25, blue tortie with white ticked 
17601,34,h 09 25, chocolate tortie with white ticked 
17602,34,j 09 25, lilac tortie with white ticked 
17603,34,q 09 25, cinnamon tortie with white ticked 
17604,34,r 09 25, fawn tortie with white ticked 
17605,34,ds 01 61, red smoke van blue eyed 
17606,34,ds 01 62, red smoke van orange eyed 
17607,34,ds 01 63, red smoke van odd eyed 
17608,34,ds 01 64, red smoke van green eyed 
17609,34,es 01 61, cream smoke van blue eyed 
17610,34,es 01 62, cream smoke van orange eyed 
17611,34,es 01 63, cream smoke van odd eyed 
17612,34,es 01 64, cream smoke van green eyed 
17613,34,fs 01 61, black tortie smoke van blue eyed 
17614,34,fs 01 62, black tortie smoke van orange eyed 
17615,34,fs 01 63, black tortie smoke van odd eyed 
17616,34,fs 01 64, black tortie smoke van green eyed 
17617,34,gs 01 61, blue tortie smoke van blue eyed 
17618,34,gs 01 62, blue tortie smoke van orange eyed 
17619,34,gs 01 63, blue tortie smoke van odd eyed 
17620,34,gs 01 64, blue tortie smoke van green eyed 
17621,34,hs 01 61, chocolate tortie smoke van blue eyed 
17622,34,hs 01 62, chocolate tortie smoke van orange eyed 
17623,34,hs 01 63, chocolate tortie smoke van odd eyed 
17624,34,hs 01 64, chocolate tortie smoke van green eyed 
17625,34,js 01 61, lilac tortie smoke van blue eyed 
17626,34,js 01 62, lilac tortie smoke van orange eyed 
17627,34,js 01 63, lilac tortie smoke van odd eyed 
17628,34,js 01 64, lilac tortie smoke van green eyed 
17629,34,qs 01 61, cinnamon tortie smoke van blue eyed 
17630,34,qs 01 62, cinnamon tortie smoke van orange eyed 
17631,34,qs 01 63, cinnamon tortie smoke van odd eyed 
17632,34,qs 01 64, cinnamon tortie smoke van green eyed 
17633,34,rs 01 61, fawn tortie smoke van blue eyed 
17634,34,rs 01 62, fawn tortie smoke van orange eyed 
17635,34,rs 01 63, fawn tortie smoke van odd eyed 
17636,34,rs 01 64, fawn tortie smoke van green eyed 
17637,34,ds 02 61, red smoke harlequin blue eyed 
17638,34,ds 02 62, red smoke harlequin orange eyed 
17639,34,ds 02 63, red smoke harlequin odd eyed 
17640,34,ds 02 64, red smoke harlequin green eyed 
17641,34,es 02 61, cream smoke harlequin blue eyed 
17642,34,es 02 62, cream smoke harlequin orange eyed 
17643,34,es 02 63, cream smoke harlequin odd eyed 
17644,34,es 02 64, cream smoke harlequin green eyed 
17645,34,fs 02 61, black tortie smoke harlequin blue eyed 
17646,34,fs 02 62, black tortie smoke harlequin orange eyed 
17647,34,fs 02 63, black tortie smoke harlequin odd eyed 
17648,34,fs 02 64, black tortie smoke harlequin green eyed 
17649,34,gs 02 61, blue tortie smoke harlequin blue eyed 
17650,34,gs 02 62, blue tortie smoke harlequin orange eyed 
17651,34,gs 02 63, blue tortie smoke harlequin odd eyed 
17652,34,gs 02 64, blue tortie smoke harlequin green eyed 
17653,34,hs 02 61, chocolate tortie smoke harlequin blue eyed 
17654,34,hs 02 62, chocolate tortie smoke harlequin orange eyed 
17655,34,hs 02 63, chocolate tortie smoke harlequin odd eyed 
17656,34,hs 02 64, chocolate tortie smoke harlequin green eyed 
17657,34,js 02 61, lilac tortie smoke harlequin blue eyed 
17658,34,js 02 62, lilac tortie smoke harlequin orange eyed 
17659,34,js 02 63, lilac tortie smoke harlequin odd eyed 
17660,34,js 02 64, lilac tortie smoke harlequin green eyed 
17661,34,qs 02 61, cinnamon tortie smoke harlequin blue eyed 
17662,34,qs 02 62, cinnamon tortie smoke harlequin orange eyed 
17663,34,qs 02 63, cinnamon tortie smoke harlequin odd eyed 
17664,34,qs 02 64, cinnamon tortie smoke harlequin green eyed 
17665,34,rs 02 61, fawn tortie smoke harlequin blue eyed 
17666,34,rs 02 62, fawn tortie smoke harlequin orange eyed 
17667,34,rs 02 63, fawn tortie smoke harlequin odd eyed 
17668,34,rs 02 64, fawn tortie smoke harlequin green eyed 
17669,34,ds 03, red smoke bicolour 
17670,34,es 03, cream smoke bicolour 
17671,34,fs 03, black tortie smoke bicolour 
17672,34,gs 03, blue tortie smoke bicolour 
17673,34,hs 03, chocolate tortie smoke bicolour 
17674,34,js 03, lilac tortie smoke bicolour 
17675,34,qs 03, cinnamon tortie smoke bicolour 
17676,34,rs 03, fawn tortie smoke bicolour 
17677,34,ds 09, red smoke with white 
17678,34,es 09, cream smoke with white 
17679,34,fs 09, black tortie smoke with white 
17680,34,gs 09, blue tortie smoke with white 
17681,34,hs 09, chocolate tortie smoke with white 
17682,34,js 09, lilac tortie smoke with white 
17683,34,qs 09, cinnamon tortie smoke with white 
17684,34,rs 09, fawn tortie smoke with white 
17685,34,ds 03 11, red silver bicolour shaded 
17686,34,es 03 11, cream silver bicolour shaded 
17687,34,fs 03 11, black tortie silver bicolour shaded 
17688,34,gs 03 11, blue tortie silver bicolour shaded 
17689,34,hs 03 11, chocolate tortie silver bicolour shaded 
17690,34,js 03 11, lilac tortie silver bicolour shaded 
17691,34,qs 03 11, cinnamon tortie silver bicolour shaded 
17692,34,rs 03 11, fawn tortie silver bicolour shaded 
17693,34,ds 09 11, red silver with white shaded 
17694,34,es 09 11, cream silver with white shaded 
17695,34,fs 09 11, black tortie silver with white shaded 
17696,34,gs 09 11, blue tortie silver with white shaded 
17697,34,hs 09 11, chocolate tortie silver with white shaded 
17698,34,js 09 11, lilac tortie silver with white shaded 
17699,34,qs 09 11, cinnamon tortie silver with white shaded 
17700,34,rs 09 11, fawn tortie silver with white shaded 
17701,34,ds 03 12, red silver bicolour shell 
17702,34,es 03 12, cream silver bicolour shell 
17703,34,fs 03 12, black tortie silver bicolour shell 
17704,34,gs 03 12, blue tortie silver bicolour shell 
17705,34,hs 03 12, chocolate tortie silver bicolour shell 
17706,34,js 03 12, lilac tortie silver bicolour shell 
17707,34,qs 03 12, cinnamon tortie silver bicolour shell 
17708,34,rs 03 12, fawn tortie silver bicolour shell 
17709,34,ds 09 12, red silver with white shell 
17710,34,es 09 12, cream silver with white shell 
17711,34,fs 09 12, black tortie silver with white shell 
17712,34,gs 09 12, blue tortie silver with white shell 
17713,34,hs 09 12, chocolate tortie silver with white shell 
17714,34,js 09 12, lilac tortie silver with white shell 
17715,34,qs 09 12, cinnamon tortie silver with white shell 
17716,34,rs 09 12, fawn tortie silver with white shell 
17717,34,ds 01 21 61, red silver van tabby blue eyed 
17718,34,ds 01 21 62, red silver van tabby orange eyed 
17719,34,ds 01 21 63, red silver van tabby odd eyed 
17720,34,ds 01 21 64, red silver van tabby green eyed 
17721,34,es 01 21 61, cream silver van tabby blue eyed 
17722,34,es 01 21 62, cream silver van tabby orange eyed 
17723,34,es 01 21 63, cream silver van tabby odd eyed 
17724,34,es 01 21 64, cream silver van tabby green eyed 
17725,34,fs 01 21 61, black tortie silver van tabby blue eyed 
