id,breed_id,ems,english
2859,6,r 01 62, fawn tortie van orange eyed 
2860,6,r 01 63, fawn tortie van odd eyed 
2861,6,r 01 64, fawn tortie van green eyed 
2862,6,d 02 61, red harlequin blue eyed 
2863,6,d 02 62, red harlequin orange eyed 
2864,6,d 02 63, red harlequin odd eyed 
2865,6,d 02 64, red harlequin green eyed 
2866,6,e 02 61, cream harlequin blue eyed 
2867,6,e 02 62, cream harlequin orange eyed 
2868,6,e 02 63, cream harlequin odd eyed 
2869,6,e 02 64, cream harlequin green eyed 
2870,6,f 02 61, black tortie harlequin blue eyed 
2871,6,f 02 62, black tortie harlequin orange eyed 
2872,6,f 02 63, black tortie harlequin odd eyed 
2873,6,f 02 64, black tortie harlequin green eyed 
2874,6,g 02 61, blue tortie harlequin blue eyed 
2875,6,g 02 62, blue tortie harlequin orange eyed 
2876,6,g 02 63, blue tortie harlequin odd eyed 
2877,6,g 02 64, blue tortie harlequin green eyed 
2878,6,h 02 61, chocolate tortie harlequin blue eyed 
2879,6,h 02 62, chocolate tortie harlequin orange eyed 
2880,6,h 02 63, chocolate tortie harlequin odd eyed 
2881,6,h 02 64, chocolate tortie harlequin green eyed 
2882,6,j 02 61, lilac tortie harlequin blue eyed 
2883,6,j 02 62, lilac tortie harlequin orange eyed 
2884,6,j 02 63, lilac tortie harlequin odd eyed 
2885,6,j 02 64, lilac tortie harlequin green eyed 
2886,6,q 02 61, cinnamon tortie harlequin blue eyed 
2887,6,q 02 62, cinnamon tortie harlequin orange eyed 
2888,6,q 02 63, cinnamon tortie harlequin odd eyed 
2889,6,q 02 64, cinnamon tortie harlequin green eyed 
2890,6,r 02 61, fawn tortie harlequin blue eyed 
2891,6,r 02 62, fawn tortie harlequin orange eyed 
2892,6,r 02 63, fawn tortie harlequin odd eyed 
2893,6,r 02 64, fawn tortie harlequin green eyed 
2894,6,d 03, red bicolour 
2895,6,e 03, cream bicolour 
2896,6,f 03, black tortie bicolour 
2897,6,g 03, blue tortie bicolour 
2898,6,h 03, chocolate tortie bicolour 
2899,6,j 03, lilac tortie bicolour 
2900,6,q 03, cinnamon tortie bicolour 
2901,6,r 03, fawn tortie bicolour 
2902,6,d 09, red with white 
2903,6,e 09, cream with white 
2904,6,f 09, black tortie with white 
2905,6,g 09, blue tortie with white 
2906,6,h 09, chocolate tortie with white 
2907,6,j 09, lilac tortie with white 
2908,6,q 09, cinnamon tortie with white 
2909,6,r 09, fawn tortie with white 
2910,6,d 01 21 61, red van tabby blue eyed 
2911,6,d 01 21 62, red van tabby orange eyed 
2912,6,d 01 21 63, red van tabby odd eyed 
2913,6,d 01 21 64, red van tabby green eyed 
2914,6,e 01 21 61, cream van tabby blue eyed 
2915,6,e 01 21 62, cream van tabby orange eyed 
2916,6,e 01 21 63, cream van tabby odd eyed 
2917,6,e 01 21 64, cream van tabby green eyed 
2918,6,f 01 21 61, black tortie van tabby blue eyed 
2919,6,f 01 21 62, black tortie van tabby orange eyed 
2920,6,f 01 21 63, black tortie van tabby odd eyed 
2921,6,f 01 21 64, black tortie van tabby green eyed 
2922,6,g 01 21 61, blue tortie van tabby blue eyed 
2923,6,g 01 21 62, blue tortie van tabby orange eyed 
2924,6,g 01 21 63, blue tortie van tabby odd eyed 
2925,6,g 01 21 64, blue tortie van tabby green eyed 
2926,6,h 01 21 61, chocolate tortie van tabby blue eyed 
2927,6,h 01 21 62, chocolate tortie van tabby orange eyed 
2928,6,h 01 21 63, chocolate tortie van tabby odd eyed 
2929,6,h 01 21 64, chocolate tortie van tabby green eyed 
2930,6,j 01 21 61, lilac tortie van tabby blue eyed 
2931,6,j 01 21 62, lilac tortie van tabby orange eyed 
2932,6,j 01 21 63, lilac tortie van tabby odd eyed 
2933,6,j 01 21 64, lilac tortie van tabby green eyed 
2934,6,q 01 21 61, cinnamon tortie van tabby blue eyed 
2935,6,q 01 21 62, cinnamon tortie van tabby orange eyed 
2936,6,q 01 21 63, cinnamon tortie van tabby odd eyed 
2937,6,q 01 21 64, cinnamon tortie van tabby green eyed 
2938,6,r 01 21 61, fawn tortie van tabby blue eyed 
2939,6,r 01 21 62, fawn tortie van tabby orange eyed 
2940,6,r 01 21 63, fawn tortie van tabby odd eyed 
2941,6,r 01 21 64, fawn tortie van tabby green eyed 
2942,6,d 02 21 61, red harlequin tabby blue eyed 
2943,6,d 02 21 62, red harlequin tabby orange eyed 
2944,6,d 02 21 63, red harlequin tabby odd eyed 
2945,6,d 02 21 64, red harlequin tabby green eyed 
2946,6,e 02 21 61, cream harlequin tabby blue eyed 
2947,6,e 02 21 62, cream harlequin tabby orange eyed 
2948,6,e 02 21 63, cream harlequin tabby odd eyed 
2949,6,e 02 21 64, cream harlequin tabby green eyed 
2950,6,f 02 21 61, black tortie harlequin tabby blue eyed 
2951,6,f 02 21 62, black tortie harlequin tabby orange eyed 
2952,6,f 02 21 63, black tortie harlequin tabby odd eyed 
2953,6,f 02 21 64, black tortie harlequin tabby green eyed 
2954,6,g 02 21 61, blue tortie harlequin tabby blue eyed 
2955,6,g 02 21 62, blue tortie harlequin tabby orange eyed 
2956,6,g 02 21 63, blue tortie harlequin tabby odd eyed 
2957,6,g 02 21 64, blue tortie harlequin tabby green eyed 
2958,6,h 02 21 61, chocolate tortie harlequin tabby blue eyed 
2959,6,h 02 21 62, chocolate tortie harlequin tabby orange eyed 
2960,6,h 02 21 63, chocolate tortie harlequin tabby odd eyed 
2961,6,h 02 21 64, chocolate tortie harlequin tabby green eyed 
2962,6,j 02 21 61, lilac tortie harlequin tabby blue eyed 
2963,6,j 02 21 62, lilac tortie harlequin tabby orange eyed 
2964,6,j 02 21 63, lilac tortie harlequin tabby odd eyed 
2965,6,j 02 21 64, lilac tortie harlequin tabby green eyed 
2966,6,q 02 21 61, cinnamon tortie harlequin tabby blue eyed 
2967,6,q 02 21 62, cinnamon tortie harlequin tabby orange eyed 
2968,6,q 02 21 63, cinnamon tortie harlequin tabby odd eyed 
2969,6,q 02 21 64, cinnamon tortie harlequin tabby green eyed 
2970,6,r 02 21 61, fawn tortie harlequin tabby blue eyed 
2971,6,r 02 21 62, fawn tortie harlequin tabby orange eyed 
2972,6,r 02 21 63, fawn tortie harlequin tabby odd eyed 
2973,6,r 02 21 64, fawn tortie harlequin tabby green eyed 
2974,6,d 03 22, red bicolour blotched 
2975,6,e 03 22, cream bicolour blotched 
2976,6,f 03 22, black tortie bicolour blotched 
2977,6,g 03 22, blue tortie bicolour blotched 
2978,6,h 03 22, chocolate tortie bicolour blotched 
2979,6,j 03 22, lilac tortie bicolour blotched 
2980,6,q 03 22, cinnamon tortie bicolour blotched 
2981,6,r 03 22, fawn tortie bicolour blotched 
2982,6,d 03 23, red bicolour mackerel 
2983,6,e 03 23, cream bicolour mackerel 
2984,6,f 03 23, black tortie bicolour mackerel 
2985,6,g 03 23, blue tortie bicolour mackerel 
2986,6,h 03 23, chocolate tortie bicolour mackerel 
2987,6,j 03 23, lilac tortie bicolour mackerel 
2988,6,q 03 23, cinnamon tortie bicolour mackerel 
2989,6,r 03 23, fawn tortie bicolour mackerel 
2990,6,d 03 24, red bicolour spotted 
2991,6,e 03 24, cream bicolour spotted 
2992,6,f 03 24, black tortie bicolour spotted 
2993,6,g 03 24, blue tortie bicolour spotted 
2994,6,h 03 24, chocolate tortie bicolour spotted 
2995,6,j 03 24, lilac tortie bicolour spotted 
2996,6,q 03 24, cinnamon tortie bicolour spotted 
2997,6,r 03 24, fawn tortie bicolour spotted 
2998,6,d 03 25, red bicolour ticked 
2999,6,e 03 25, cream bicolour ticked 
3000,6,f 03 25, black tortie bicolour ticked 
3001,6,g 03 25, blue tortie bicolour ticked 
3002,6,h 03 25, chocolate tortie bicolour ticked 
3003,6,j 03 25, lilac tortie bicolour ticked 
3004,6,q 03 25, cinnamon tortie bicolour ticked 
3005,6,r 03 25, fawn tortie bicolour ticked 
3006,6,d 09 22, red with white blotched 
3007,6,e 09 22, cream with white blotched 
3008,6,f 09 22, black tortie with white blotched 
3009,6,g 09 22, blue tortie with white blotched 
3010,6,h 09 22, chocolate tortie with white blotched 
3011,6,j 09 22, lilac tortie with white blotched 
3012,6,q 09 22, cinnamon tortie with white blotched 
3013,6,r 09 22, fawn tortie with white blotched 
3014,6,d 09 23, red with white mackerel 
3015,6,e 09 23, cream with white mackerel 
3016,6,f 09 23, black tortie with white mackerel 
3017,6,g 09 23, blue tortie with white mackerel 
3018,6,h 09 23, chocolate tortie with white mackerel 
3019,6,j 09 23, lilac tortie with white mackerel 
3020,6,q 09 23, cinnamon tortie with white mackerel 
3021,6,r 09 23, fawn tortie with white mackerel 
3022,6,d 09 24, red with white spotted 
3023,6,e 09 24, cream with white spotted 
3024,6,f 09 24, black tortie with white spotted 
3025,6,g 09 24, blue tortie with white spotted 
3026,6,h 09 24, chocolate tortie with white spotted 
3027,6,j 09 24, lilac tortie with white spotted 
3028,6,q 09 24, cinnamon tortie with white spotted 
3029,6,r 09 24, fawn tortie with white spotted 
3030,6,d 09 25, red with white ticked 
3031,6,e 09 25, cream with white ticked 
3032,6,f 09 25, black tortie with white ticked 
3033,6,g 09 25, blue tortie with white ticked 
3034,6,h 09 25, chocolate tortie with white ticked 
3035,6,j 09 25, lilac tortie with white ticked 
3036,6,q 09 25, cinnamon tortie with white ticked 
3037,6,r 09 25, fawn tortie with white ticked 
3038,6,dy 01 21 61, red golden van tabby blue eyed 
3039,6,dy 01 21 62, red golden van tabby orange eyed 
3040,6,dy 01 21 63, red golden van tabby odd eyed 
3041,6,dy 01 21 64, red golden van tabby green eyed 
3042,6,ey 01 21 61, cream golden van tabby blue eyed 
3043,6,ey 01 21 62, cream golden van tabby orange eyed 
3044,6,ey 01 21 63, cream golden van tabby odd eyed 
3045,6,ey 01 21 64, cream golden van tabby green eyed 
3046,6,fy 01 21 61, black tortie golden van tabby blue eyed 
3047,6,fy 01 21 62, black tortie golden van tabby orange eyed 
3048,6,fy 01 21 63, black tortie golden van tabby odd eyed 
3049,6,fy 01 21 64, black tortie golden van tabby green eyed 
3050,6,gy 01 21 61, blue tortie golden van tabby blue eyed 
3051,6,gy 01 21 62, blue tortie golden van tabby orange eyed 
3052,6,gy 01 21 63, blue tortie golden van tabby odd eyed 
3053,6,gy 01 21 64, blue tortie golden van tabby green eyed 
3054,6,hy 01 21 61, chocolate tortie golden van tabby blue eyed 
3055,6,hy 01 21 62, chocolate tortie golden van tabby orange eyed 
3056,6,hy 01 21 63, chocolate tortie golden van tabby odd eyed 
3057,6,hy 01 21 64, chocolate tortie golden van tabby green eyed 
3058,6,jy 01 21 61, lilac tortie golden van tabby blue eyed 
3059,6,jy 01 21 62, lilac tortie golden van tabby orange eyed 
3060,6,jy 01 21 63, lilac tortie golden van tabby odd eyed 
3061,6,jy 01 21 64, lilac tortie golden van tabby green eyed 
3062,6,qy 01 21 61, cinnamon tortie golden van tabby blue eyed 
3063,6,qy 01 21 62, cinnamon tortie golden van tabby orange eyed 
3064,6,qy 01 21 63, cinnamon tortie golden van tabby odd eyed 
3065,6,qy 01 21 64, cinnamon tortie golden van tabby green eyed 
3066,6,ry 01 21 61, fawn tortie golden van tabby blue eyed 
3067,6,ry 01 21 62, fawn tortie golden van tabby orange eyed 
3068,6,ry 01 21 63, fawn tortie golden van tabby odd eyed 
3069,6,ry 01 21 64, fawn tortie golden van tabby green eyed 
3070,6,dy 02 21 61, red golden harlequin tabby blue eyed 
3071,6,dy 02 21 62, red golden harlequin tabby orange eyed 
3072,6,dy 02 21 63, red golden harlequin tabby odd eyed 
3073,6,dy 02 21 64, red golden harlequin tabby green eyed 
3074,6,ey 02 21 61, cream golden harlequin tabby blue eyed 
3075,6,ey 02 21 62, cream golden harlequin tabby orange eyed 
3076,6,ey 02 21 63, cream golden harlequin tabby odd eyed 
3077,6,ey 02 21 64, cream golden harlequin tabby green eyed 
3078,6,fy 02 21 61, black tortie golden harlequin tabby blue eyed 
3079,6,fy 02 21 62, black tortie golden harlequin tabby orange eyed 
3080,6,fy 02 21 63, black tortie golden harlequin tabby odd eyed 
3081,6,fy 02 21 64, black tortie golden harlequin tabby green eyed 
3082,6,gy 02 21 61, blue tortie golden harlequin tabby blue eyed 
3083,6,gy 02 21 62, blue tortie golden harlequin tabby orange eyed 
3084,6,gy 02 21 63, blue tortie golden harlequin tabby odd eyed 
3085,6,gy 02 21 64, blue tortie golden harlequin tabby green eyed 
3086,6,hy 02 21 61, chocolate tortie golden harlequin tabby blue eyed 
3087,6,hy 02 21 62, chocolate tortie golden harlequin tabby orange eyed 
3088,6,hy 02 21 63, chocolate tortie golden harlequin tabby odd eyed 
3089,6,hy 02 21 64, chocolate tortie golden harlequin tabby green eyed 
3090,6,jy 02 21 61, lilac tortie golden harlequin tabby blue eyed 
3091,6,jy 02 21 62, lilac tortie golden harlequin tabby orange eyed 
3092,6,jy 02 21 63, lilac tortie golden harlequin tabby odd eyed 
3093,6,jy 02 21 64, lilac tortie golden harlequin tabby green eyed 
3094,6,qy 02 21 61, cinnamon tortie golden harlequin tabby blue eyed 
3095,6,qy 02 21 62, cinnamon tortie golden harlequin tabby orange eyed 
3096,6,qy 02 21 63, cinnamon tortie golden harlequin tabby odd eyed 
3097,6,qy 02 21 64, cinnamon tortie golden harlequin tabby green eyed 
3098,6,ry 02 21 61, fawn tortie golden harlequin tabby blue eyed 
3099,6,ry 02 21 62, fawn tortie golden harlequin tabby orange eyed 
3100,6,ry 02 21 63, fawn tortie golden harlequin tabby odd eyed 
3101,6,ry 02 21 64, fawn tortie golden harlequin tabby green eyed 
3102,6,dy 03 11, red golden bicolour shaded 
3103,6,ey 03 11, cream golden bicolour shaded 
3104,6,fy 03 11, black tortie golden bicolour shaded 
3105,6,gy 03 11, blue tortie golden bicolour shaded 
3106,6,hy 03 11, chocolate tortie golden bicolour shaded 
3107,6,jy 03 11, lilac tortie golden bicolour shaded 
3108,6,qy 03 11, cinnamon tortie golden bicolour shaded 
3109,6,ry 03 11, fawn tortie golden bicolour shaded 
3110,6,dy 03 12, red golden bicolour shell 
3111,6,ey 03 12, cream golden bicolour shell 
3112,6,fy 03 12, black tortie golden bicolour shell 
3113,6,gy 03 12, blue tortie golden bicolour shell 
3114,6,hy 03 12, chocolate tortie golden bicolour shell 
3115,6,jy 03 12, lilac tortie golden bicolour shell 
3116,6,qy 03 12, cinnamon tortie golden bicolour shell 
3117,6,ry 03 12, fawn tortie golden bicolour shell 
3118,6,dy 03 22, red golden bicolour blotched 
3119,6,ey 03 22, cream golden bicolour blotched 
3120,6,fy 03 22, black tortie golden bicolour blotched 
3121,6,gy 03 22, blue tortie golden bicolour blotched 
3122,6,hy 03 22, chocolate tortie golden bicolour blotched 
3123,6,jy 03 22, lilac tortie golden bicolour blotched 
3124,6,qy 03 22, cinnamon tortie golden bicolour blotched 
3125,6,ry 03 22, fawn tortie golden bicolour blotched 
3126,6,dy 03 23, red golden bicolour mackerel 
3127,6,ey 03 23, cream golden bicolour mackerel 
3128,6,fy 03 23, black tortie golden bicolour mackerel 
3129,6,gy 03 23, blue tortie golden bicolour mackerel 
3130,6,hy 03 23, chocolate tortie golden bicolour mackerel 
3131,6,jy 03 23, lilac tortie golden bicolour mackerel 
3132,6,qy 03 23, cinnamon tortie golden bicolour mackerel 
3133,6,ry 03 23, fawn tortie golden bicolour mackerel 
3134,6,dy 03 24, red golden bicolour spotted 
3135,6,ey 03 24, cream golden bicolour spotted 
3136,6,fy 03 24, black tortie golden bicolour spotted 
3137,6,gy 03 24, blue tortie golden bicolour spotted 
3138,6,hy 03 24, chocolate tortie golden bicolour spotted 
3139,6,jy 03 24, lilac tortie golden bicolour spotted 
3140,6,qy 03 24, cinnamon tortie golden bicolour spotted 
3141,6,ry 03 24, fawn tortie golden bicolour spotted 
3142,6,dy 03 25, red golden bicolour ticked 
3143,6,ey 03 25, cream golden bicolour ticked 
3144,6,fy 03 25, black tortie golden bicolour ticked 
3145,6,gy 03 25, blue tortie golden bicolour ticked 
3146,6,hy 03 25, chocolate tortie golden bicolour ticked 
3147,6,jy 03 25, lilac tortie golden bicolour ticked 
3148,6,qy 03 25, cinnamon tortie golden bicolour ticked 
3149,6,ry 03 25, fawn tortie golden bicolour ticked 
3150,6,dy 09 11, red golden with white shaded 
3151,6,ey 09 11, cream golden with white shaded 
3152,6,fy 09 11, black tortie golden with white shaded 
3153,6,gy 09 11, blue tortie golden with white shaded 
3154,6,hy 09 11, chocolate tortie golden with white shaded 
3155,6,jy 09 11, lilac tortie golden with white shaded 
3156,6,qy 09 11, cinnamon tortie golden with white shaded 
3157,6,ry 09 11, fawn tortie golden with white shaded 
3158,6,dy 09 12, red golden with white shell 
3159,6,ey 09 12, cream golden with white shell 
3160,6,fy 09 12, black tortie golden with white shell 
3161,6,gy 09 12, blue tortie golden with white shell 
3162,6,hy 09 12, chocolate tortie golden with white shell 
3163,6,jy 09 12, lilac tortie golden with white shell 
3164,6,qy 09 12, cinnamon tortie golden with white shell 
3165,6,ry 09 12, fawn tortie golden with white shell 
3166,6,dy 09 22, red golden with white blotched 
3167,6,ey 09 22, cream golden with white blotched 
3168,6,fy 09 22, black tortie golden with white blotched 
3169,6,gy 09 22, blue tortie golden with white blotched 
3170,6,hy 09 22, chocolate tortie golden with white blotched 
3171,6,jy 09 22, lilac tortie golden with white blotched 
3172,6,qy 09 22, cinnamon tortie golden with white blotched 
3173,6,ry 09 22, fawn tortie golden with white blotched 
3174,6,dy 09 23, red golden with white mackerel 
3175,6,ey 09 23, cream golden with white mackerel 
3176,6,fy 09 23, black tortie golden with white mackerel 
3177,6,gy 09 23, blue tortie golden with white mackerel 
3178,6,hy 09 23, chocolate tortie golden with white mackerel 
3179,6,jy 09 23, lilac tortie golden with white mackerel 
3180,6,qy 09 23, cinnamon tortie golden with white mackerel 
3181,6,ry 09 23, fawn tortie golden with white mackerel 
3182,6,dy 09 24, red golden with white spotted 
3183,6,ey 09 24, cream golden with white spotted 
3184,6,fy 09 24, black tortie golden with white spotted 
3185,6,gy 09 24, blue tortie golden with white spotted 
3186,6,hy 09 24, chocolate tortie golden with white spotted 
3187,6,jy 09 24, lilac tortie golden with white spotted 
3188,6,qy 09 24, cinnamon tortie golden with white spotted 
3189,6,ry 09 24, fawn tortie golden with white spotted 
3190,6,dy 09 25, red golden with white ticked 
3191,6,ey 09 25, cream golden with white ticked 
3192,6,fy 09 25, black tortie golden with white ticked 
3193,6,gy 09 25, blue tortie golden with white ticked 
3194,6,hy 09 25, chocolate tortie golden with white ticked 
3195,6,jy 09 25, lilac tortie golden with white ticked 
3196,6,qy 09 25, cinnamon tortie golden with white ticked 
3197,6,ry 09 25, fawn tortie golden with white ticked 
3198,7,d 01 61, red van blue eyed 
3199,7,d 01 62, red van orange eyed 
3200,7,d 01 63, red van odd eyed 
3201,7,d 01 64, red van green eyed 
3202,7,e 01 61, cream van blue eyed 
3203,7,e 01 62, cream van orange eyed 
3204,7,e 01 63, cream van odd eyed 
3205,7,e 01 64, cream van green eyed 
3206,7,f 01 61, black tortie van blue eyed 
3207,7,f 01 62, black tortie van orange eyed 
3208,7,f 01 63, black tortie van odd eyed 
3209,7,f 01 64, black tortie van green eyed 
3210,7,g 01 61, blue tortie van blue eyed 
3211,7,g 01 62, blue tortie van orange eyed 
3212,7,g 01 63, blue tortie van odd eyed 
3213,7,g 01 64, blue tortie van green eyed 
3214,7,h 01 61, chocolate tortie van blue eyed 
3215,7,h 01 62, chocolate tortie van orange eyed 
3216,7,h 01 63, chocolate tortie van odd eyed 
3217,7,h 01 64, chocolate tortie van green eyed 
3218,7,j 01 61, lilac tortie van blue eyed 
3219,7,j 01 62, lilac tortie van orange eyed 
3220,7,j 01 63, lilac tortie van odd eyed 
3221,7,j 01 64, lilac tortie van green eyed 
3222,7,q 01 61, cinnamon tortie van blue eyed 
3223,7,q 01 62, cinnamon tortie van orange eyed 
3224,7,q 01 63, cinnamon tortie van odd eyed 
3225,7,q 01 64, cinnamon tortie van green eyed 
3226,7,r 01 61, fawn tortie van blue eyed 
3227,7,r 01 62, fawn tortie van orange eyed 
3228,7,r 01 63, fawn tortie van odd eyed 
3229,7,r 01 64, fawn tortie van green eyed 
3230,7,d 02 61, red harlequin blue eyed 
3231,7,d 02 62, red harlequin orange eyed 
3232,7,d 02 63, red harlequin odd eyed 
3233,7,d 02 64, red harlequin green eyed 
3234,7,e 02 61, cream harlequin blue eyed 
3235,7,e 02 62, cream harlequin orange eyed 
3236,7,e 02 63, cream harlequin odd eyed 
3237,7,e 02 64, cream harlequin green eyed 
3238,7,f 02 61, black tortie harlequin blue eyed 
3239,7,f 02 62, black tortie harlequin orange eyed 
3240,7,f 02 63, black tortie harlequin odd eyed 
3241,7,f 02 64, black tortie harlequin green eyed 
3242,7,g 02 61, blue tortie harlequin blue eyed 
3243,7,g 02 62, blue tortie harlequin orange eyed 
3244,7,g 02 63, blue tortie harlequin odd eyed 
3245,7,g 02 64, blue tortie harlequin green eyed 
3246,7,h 02 61, chocolate tortie harlequin blue eyed 
3247,7,h 02 62, chocolate tortie harlequin orange eyed 
3248,7,h 02 63, chocolate tortie harlequin odd eyed 
3249,7,h 02 64, chocolate tortie harlequin green eyed 
3250,7,j 02 61, lilac tortie harlequin blue eyed 
3251,7,j 02 62, lilac tortie harlequin orange eyed 
3252,7,j 02 63, lilac tortie harlequin odd eyed 
3253,7,j 02 64, lilac tortie harlequin green eyed 
3254,7,q 02 61, cinnamon tortie harlequin blue eyed 
3255,7,q 02 62, cinnamon tortie harlequin orange eyed 
3256,7,q 02 63, cinnamon tortie harlequin odd eyed 
3257,7,q 02 64, cinnamon tortie harlequin green eyed 
3258,7,r 02 61, fawn tortie harlequin blue eyed 
3259,7,r 02 62, fawn tortie harlequin orange eyed 
3260,7,r 02 63, fawn tortie harlequin odd eyed 
3261,7,r 02 64, fawn tortie harlequin green eyed 
3262,7,d 03, red bicolour 
3263,7,e 03, cream bicolour 
3264,7,f 03, black tortie bicolour 
3265,7,g 03, blue tortie bicolour 
3266,7,h 03, chocolate tortie bicolour 
3267,7,j 03, lilac tortie bicolour 
3268,7,q 03, cinnamon tortie bicolour 
3269,7,r 03, fawn tortie bicolour 
3270,7,d 09, red with white 
3271,7,e 09, cream with white 
3272,7,f 09, black tortie with white 
3273,7,g 09, blue tortie with white 
3274,7,h 09, chocolate tortie with white 
3275,7,j 09, lilac tortie with white 
3276,7,q 09, cinnamon tortie with white 
3277,7,r 09, fawn tortie with white 
3278,7,d 01 21 61, red van tabby blue eyed 
3279,7,d 01 21 62, red van tabby orange eyed 
3280,7,d 01 21 63, red van tabby odd eyed 
3281,7,d 01 21 64, red van tabby green eyed 
3282,7,e 01 21 61, cream van tabby blue eyed 
3283,7,e 01 21 62, cream van tabby orange eyed 
3284,7,e 01 21 63, cream van tabby odd eyed 
3285,7,e 01 21 64, cream van tabby green eyed 
3286,7,f 01 21 61, black tortie van tabby blue eyed 
3287,7,f 01 21 62, black tortie van tabby orange eyed 
3288,7,f 01 21 63, black tortie van tabby odd eyed 
3289,7,f 01 21 64, black tortie van tabby green eyed 
3290,7,g 01 21 61, blue tortie van tabby blue eyed 
3291,7,g 01 21 62, blue tortie van tabby orange eyed 
3292,7,g 01 21 63, blue tortie van tabby odd eyed 
3293,7,g 01 21 64, blue tortie van tabby green eyed 
3294,7,h 01 21 61, chocolate tortie van tabby blue eyed 
3295,7,h 01 21 62, chocolate tortie van tabby orange eyed 
3296,7,h 01 21 63, chocolate tortie van tabby odd eyed 
3297,7,h 01 21 64, chocolate tortie van tabby green eyed 
3298,7,j 01 21 61, lilac tortie van tabby blue eyed 
3299,7,j 01 21 62, lilac tortie van tabby orange eyed 
3300,7,j 01 21 63, lilac tortie van tabby odd eyed 
3301,7,j 01 21 64, lilac tortie van tabby green eyed 
3302,7,q 01 21 61, cinnamon tortie van tabby blue eyed 
3303,7,q 01 21 62, cinnamon tortie van tabby orange eyed 
3304,7,q 01 21 63, cinnamon tortie van tabby odd eyed 
3305,7,q 01 21 64, cinnamon tortie van tabby green eyed 
3306,7,r 01 21 61, fawn tortie van tabby blue eyed 
3307,7,r 01 21 62, fawn tortie van tabby orange eyed 
3308,7,r 01 21 63, fawn tortie van tabby odd eyed 
3309,7,r 01 21 64, fawn tortie van tabby green eyed 
3310,7,d 02 21 61, red harlequin tabby blue eyed 
3311,7,d 02 21 62, red harlequin tabby orange eyed 
3312,7,d 02 21 63, red harlequin tabby odd eyed 
3313,7,d 02 21 64, red harlequin tabby green eyed 
3314,7,e 02 21 61, cream harlequin tabby blue eyed 
3315,7,e 02 21 62, cream harlequin tabby orange eyed 
3316,7,e 02 21 63, cream harlequin tabby odd eyed 
3317,7,e 02 21 64, cream harlequin tabby green eyed 
3318,7,f 02 21 61, black tortie harlequin tabby blue eyed 
3319,7,f 02 21 62, black tortie harlequin tabby orange eyed 
3320,7,f 02 21 63, black tortie harlequin tabby odd eyed 
3321,7,f 02 21 64, black tortie harlequin tabby green eyed 
3322,7,g 02 21 61, blue tortie harlequin tabby blue eyed 
3323,7,g 02 21 62, blue tortie harlequin tabby orange eyed 
3324,7,g 02 21 63, blue tortie harlequin tabby odd eyed 
3325,7,g 02 21 64, blue tortie harlequin tabby green eyed 
3326,7,h 02 21 61, chocolate tortie harlequin tabby blue eyed 
3327,7,h 02 21 62, chocolate tortie harlequin tabby orange eyed 
3328,7,h 02 21 63, chocolate tortie harlequin tabby odd eyed 
3329,7,h 02 21 64, chocolate tortie harlequin tabby green eyed 
3330,7,j 02 21 61, lilac tortie harlequin tabby blue eyed 
3331,7,j 02 21 62, lilac tortie harlequin tabby orange eyed 
3332,7,j 02 21 63, lilac tortie harlequin tabby odd eyed 
3333,7,j 02 21 64, lilac tortie harlequin tabby green eyed 
3334,7,q 02 21 61, cinnamon tortie harlequin tabby blue eyed 
3335,7,q 02 21 62, cinnamon tortie harlequin tabby orange eyed 
3336,7,q 02 21 63, cinnamon tortie harlequin tabby odd eyed 
3337,7,q 02 21 64, cinnamon tortie harlequin tabby green eyed 
3338,7,r 02 21 61, fawn tortie harlequin tabby blue eyed 
3339,7,r 02 21 62, fawn tortie harlequin tabby orange eyed 
3340,7,r 02 21 63, fawn tortie harlequin tabby odd eyed 
3341,7,r 02 21 64, fawn tortie harlequin tabby green eyed 
3342,7,d 03 22, red bicolour blotched 
3343,7,e 03 22, cream bicolour blotched 
3344,7,f 03 22, black tortie bicolour blotched 
3345,7,g 03 22, blue tortie bicolour blotched 
3346,7,h 03 22, chocolate tortie bicolour blotched 
3347,7,j 03 22, lilac tortie bicolour blotched 
3348,7,q 03 22, cinnamon tortie bicolour blotched 
3349,7,r 03 22, fawn tortie bicolour blotched 
3350,7,d 03 23, red bicolour mackerel 
3351,7,e 03 23, cream bicolour mackerel 
3352,7,f 03 23, black tortie bicolour mackerel 
3353,7,g 03 23, blue tortie bicolour mackerel 
3354,7,h 03 23, chocolate tortie bicolour mackerel 
3355,7,j 03 23, lilac tortie bicolour mackerel 
3356,7,q 03 23, cinnamon tortie bicolour mackerel 
3357,7,r 03 23, fawn tortie bicolour mackerel 
3358,7,d 03 24, red bicolour spotted 
3359,7,e 03 24, cream bicolour spotted 
3360,7,f 03 24, black tortie bicolour spotted 
3361,7,g 03 24, blue tortie bicolour spotted 
3362,7,h 03 24, chocolate tortie bicolour spotted 
3363,7,j 03 24, lilac tortie bicolour spotted 
3364,7,q 03 24, cinnamon tortie bicolour spotted 
3365,7,r 03 24, fawn tortie bicolour spotted 
3366,7,d 03 25, red bicolour ticked 
3367,7,e 03 25, cream bicolour ticked 
3368,7,f 03 25, black tortie bicolour ticked 
3369,7,g 03 25, blue tortie bicolour ticked 
3370,7,h 03 25, chocolate tortie bicolour ticked 
3371,7,j 03 25, lilac tortie bicolour ticked 
